Simbad-Resolvable Name,Source,Alternative Names,Star Forming Region,COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,Notes/Questions,Notes/Questions2,Notes/Questions3,
ISO-Oph 168,ISO-Oph 168,,p Oph,246.91785767 -24.36781445,II,Natta 2006,2004 Spring,3981.07171,,K5,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.21E+29,1.905,,2.91,,,,,-8.26,,0.60,,-0.22,,-1.38,,1,,,,,,Added SIMBAD spectral type (Torres 2006),,
ISO-Oph 169a,ISO-Oph 169a,,p Oph,246.925 -24.5939,III,Natta 2006,2004 Spring,3311.31121,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,0.00,,,,,,,0.27,,-0.57,,,,1,companion,,,,,,,
ISO-Oph 169b,ISO-Oph 169b,,p Oph,246.925 -24.5947      ,III,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+28,,,0.00,,,,,-9.38,,0.14,,-0.85,,-2.89,,1,companion,,,,upper limit,,,
ISO-Oph 171,ISO-Oph 171,,p Oph,246.92397 -24.726694,II,Natta 2006,2004 Spring,3162.27766,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,0.316,,1.88,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 172,ISO-Oph 172,,p Oph,246.92792478 -24.64739468,II,Natta 2006,2004 Spring,3090.29543,,M2,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,5.81E+28,0.275,,1.84,,,,,-9.12,,0.19,,-0.72,,-2.56,,1,,,,,upper limit,Added SIMBAD spectral type (Wilking 2005),,
ISO-Oph 176,ISO-Oph 176,2MASS J16274629-2431411,p Oph,246.94288263 -24.52812907,II,Natta 2006,2004 Spring,2818.38293,,M7.5,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,9.21E+27,0.078,,1.17,,,,,-10.08,,0.09,,-1.05,,-3.64,,1,,,,,upper limit,Added SIMBAD spectral type (Manara 2015),,
ISO-Oph 177,ISO-Oph 177,,p Oph,246.946229 -24.759741,II,Natta 2006,2004 Spring,3090.29543,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.37E+28,0.282,,1.86,,,,,-9.66,,0.19,,-0.72,,-3.09,,1,,,,,upper limit,,,
ISO-Oph 178,ISO-Oph 178,,p Oph,246.95745475 -24.42275858,II,Natta 2006,2004 Spring,3019.95172,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,9.64E+28,0.224,,1.73,,,,,-8.78,,0.17,,-0.77,,-2.25,,1,,,,,,,,
ISO-Oph 179,ISO-Oph 179,,p Oph,246.95820389 -24.73804605,II,Natta 2006,2004 Spring,2884.0315,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PfB,1.64E+28,,,0.00,,,,,-8.42,,0.13,,-0.89,,-1.94,,1,,,,,upper limit,,,
ISO-Oph 180,ISO-Oph 180,,p Oph,246.95782076 -24.42784383,III,Natta 2006,2004 Spring,,,A7,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,#DIV/0!,,,,,,,,,,,,,1,,,,,,Added SIMBAD spectral type (Wilking 2005),,
ISO-Oph 181,ISO-Oph 181,,p Oph,246.96044017 -24.65085566,III,Natta 2006,2004 Spring,,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,,,#DIV/0!,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 183,ISO-Oph 183,,p Oph,246.96623314 -24.77500153,III,Natta 2006,2004 Spring,3388.44156,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,8.40E+28,,,0.00,,,,,-9.03,,0.30,,-0.52,,-2.34,,1,,,,,upper limit,,,
ISO-Oph 185,ISO-Oph 185,,p Oph,246.980229 -24.477655,II,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.83E+27,0.105,,1.36,,,,,-10.48,,0.11,,-0.97,,-4.03,,1,,,,,upper limit,,,
ISO-Oph 186,ISO-Oph 186,,p Oph,246.98189 -24.747473,III,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.58E+28,,,0.00,,,,,-9.29,,0.11,,-0.97,,-2.84,,1,,,,,upper limit,,,
ISO-Oph 187,ISO-Oph 187,,p Oph,246.98158796 -24.43834147,II,Natta 2006,2004 Spring,3235.93657,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,4.72E+29,0.407,,2.04,,,,,-7.95,,0.24,,-0.62,,-1.32,,1,,,,,,Added SIMBAD spectral type (Cohen 1979),,
ISO-Oph 189,ISO-Oph 189,,p Oph,246.991145 -24.600615,III,Natta 2006,2004 Spring,2884.0315,,M1.5,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,5.30E+28,,,0.00,,,,,-9.1,,0.14,,-0.86,,-2.61,,1,,,,,upper limit,,,
ISO-Oph 190,ISO-Oph 190,,p Oph,247.014815 -24.577393,II,Natta 2006,2004 Spring,2754.2287,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,,0.043,,0.91,,,,,,,,,,,,,1,,,,,,,,
ISO-Oph 192,ISO-Oph 192,,p Oph,247.024071 -24.565275,III,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.93E+28,,,0.00,,,,,-9.23,,0.09,,-1.04,,-2.79,,1,,,,,upper limit,,,
ISO-Oph 193,ISO-Oph 193,2MASS J16281271-2411355,p Oph,247.05301552 -24.1932566,II,Manara 2015,2010,3000,50,M6,,R 4350-6450 spectroscopy,316 - 2500 nm,X-Shooter,Line Strength,Various Line Intensity,,0.072,,1.00,,1,0.07,5.01E-10,-9.3,,0.11,,-0.9586073148,,-2.86,,1,,,,,,,,
ISO-Oph 193,ISO-Oph 193,2MASS J16281271-2411355,p Oph,247.05301552 -24.1932566,II,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.27E+28,0.078,,1.17,,,,,-9.32,,0.09,,-1.05,,-2.89,,1,,,,,,,,
ISO-Oph 194,ISO-Oph 194,,p Oph,247.05747878 -24.54707842,II,Natta 2006,2004 Spring,3019.95172,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,2.48E+28,0.229,,1.75,,,,,-9.6,,0.17,,-0.77,,-3.06,,1,,,,,upper limit,,,
ISO-Oph 195,ISO-Oph 195,,p Oph,247.06973635 -24.08734419,II,Natta 2006,2004 Spring,3630.78055,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.39E+29,0.912,,2.42,,,,,-8.79,,0.39,,-0.41,,-2.03,,1,,,,,,,,
ISO-Oph 196,ISO-Oph 196,,p Oph,247.06880485 -24.61612719,II,Natta 2006,2004 Spring,3090.29543,,M4,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.88E+29,0.282,,1.86,,,,,-8.43,,0.19,,-0.72,,-1.86,,1,,,,,,Added SIMBAD spectral type (Ricci 2010),,
ISO-Oph 197,ISO-Oph 197,,p Oph,247.090441 -24.713091,III,Natta 2006,2004 Spring,2818.38293,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,1.56E+28,,,0.00,,,,,-9.74,,0.08,,-1.1,,-3.32,,1,,,,,upper limit,,,
ISO-Oph 198,ISO-Oph 198,,p Oph,247.13619877 -24.37916933,III,Natta 2006,2004 Spring,4677.35141,,G7,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.67E+29,,,0.00,,,,,-8.52,,1.17,,0.07,,-1.47,,1,,,,,upper limit,Added SIMBAD spectral type (Wilking 2005),,
ISO-Oph 199,ISO-Oph 199,,p Oph,247.18864729 -24.47189729,II,Natta 2006,2004 Spring,3715.35229,,,,J K Spectra,infrared,SoFi and ISAAC,Line Strength,PaB BrG luminosity,3.34E+29,1.047,,2.48,,,,,-8.31,,0.42,,-0.38,,-1.53,,1,,,,,,,,
2MASS J11095215-7639128,2MASS J11095215-7639128,"ISO217, ISO-ChaI 217",Chameleon I,167.4667 -76.6536,II,Muzerolle 2005,"December 30, 2003",2962,,M6.25,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,0.00,,0.64,,,-10,,0.08,,,,,,2,,,,,,disk classification from Luhman et al. 2008,,
2MASS J11104141-7720480,2MASS J11104141-7720480,"ISO252, ISO-ChaI 252",Chameleon I,167.6708 -77.3467,II,Muzerolle 2005,"December 30, 2003",2990,,M6,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,0.00,,0.62,,,-10,,0.08,,,,,,2,,,,,,disk classification from Luhman et al. 2008,,
2MASS J06443291+0023546,2MASS J06443291+0023546,,Sh 2-284,101.13714 0.39851,II,Kalari 2015,December 2013,7244.3596,850,F0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.20E-07,-6.92,,1.79,,0.252853031,,0.28,3-5,4,,3.1,,,,,,
2MASS J06443294+0010528,2MASS J06443294+0010528,,Sh 2-284,101.13726 0.18134,II,Kalari 2015,December 2013,6456.54229,750,F4V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,5.75E-07,-6.24,,1.83,,0.2624510897,,0.95,2.5-4.5,3.5,,3.64,,,,,,
2MASS J06443541+0019093,2MASS J06443541+0019093,,Sh 2-284,101.14755 0.31926,III,Kalari 2015,December 2013,6760.829754,800,F2V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.17E-08,-7.93,,1.57,,0.1958996524,,-0.71,4.6-6.6,5.6,,3,,,,,,
2MASS J06443682+0016186,2MASS J06443682+0016186,,Sh 2-284,101.15343 0.27184,II,Kalari 2015,December 2013,7585.77575,750,A8V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,3.16E-08,-7.5,,1.60,,0.2041199827,,-0.26,4.5-6.5,5.5,,1.9,,,,,,
2MASS J06443788+0021509,2MASS J06443788+0021509,,Sh 2-284,101.15784 0.36415,III,Kalari 2015,December 2013,7244.3596,850,F0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.41E-08,-7.85,,1.79,,0.252853031,,-0.65,2.9-4.9,3.9,,2.28,,,,,,
2MASS J06443827+0019229,2MASS J06443827+0019229,,Sh 2-284,101.15947 0.32303,II,Kalari 2015,December 2013,6760.82975,800,F2V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.26E-08,-7.9,,1.26,,0.1003705451,,-0.6,9.9-11.9,10.9,,1.3,,,,,,
2MASS J06444496+0019335,2MASS J06444496+0019335,,Sh 2-284,101.18734 0.32598,II,Kalari 2015,December 2013,6025.595861,700,F8V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.04E-08,-7.69,,1.75,,0.2430380487,,-0.46,2.3-4.3,3.3,,2.52,,,,,,
[CRA2011] D25 J06444602+0019182,[CRA2011] D25 J06444602+0019182,2MASS J06444602+0019182,Sh 2-284,101.19176 0.32173,III,Kalari 2015,December 2013,5888.43655,700,G0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.10E-07,-6.96,,1.57,,0.1958996524,,0.29,2.8-4.8,3.8,,5.63,,,,,,
[CRA2011] D25 J06444714+0013320,[CRA2011] D25 J06444714+0013320,2MASS J06444714+0013320,Sh 2-284,101.19643 0.22556,II,Kalari 2015,December 2013,4786.30092,550,K2V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.45E-08,-7.61,,0.91,,-0.04095860768,,-0.6,0-2,0.9,,2.15,,,,,,
2MASS J06444936+0020245,2MASS J06444936+0020245,,Sh 2-284,101.20568 0.34015,I,Kalari 2015,December 2013,5623.41325,650,G5V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.12E-08,-7.95,,1.36,,0.1335389084,,-0.67,3.3-5.3,4.3,,1.7,,,,,,
2MASS J06445577+0013168,2MASS J06445577+0013168,,Sh 2-284,101.23239 0.22134,I,Kalari 2015,December 2013,7413.102413,800,F2,1.50,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,6.31E-08,-7.2,,2.08,,0.318063335,,-0.04,1.7-3.7,2.7,,1.93,0.15,,,,,
2MASS J06445837+0014151,2MASS J06445837+0014151,,Sh 2-284,101.24322 0.23753,I,Kalari 2015,December 2013,7079.457844,800,F0,1.50,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.62E-07,-6.79,,2.00,,0.3010299957,,0.38,2-4,3,,2.45,0.15,,,,,
2MASS J06450075+0013356,2MASS J06450075+0013356,,Sh 2-284,101.25314 0.22656,II,Kalari 2015,December 2013,4897.78819,550,K0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.45E-08,-7.61,1100,1.05,,0.02118929907,,-0.49,.5-2.5,1.5,,1.89,,,,,,
2MASS J06450208+0019443,2MASS J06450208+0019443,,Sh 2-284,101.25868 0.32898,I,Kalari 2015,December 2013,8128.305162,800,A5V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,1.51E-07,-6.82,,1.75,,0.2430380487,,0.48,3.1-5.1,4.1,,2.45,0.15,,,,,
2MASS J06450274+0018077,2MASS J06450274+0018077,,Sh 2-284,101.26143 0.30215,II,Kalari 2015,December 2013,6918.30971,800,F3V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,4.37E-08,-7.36,,1.30,,0.1139433523,,-0.07,8.5-10.5,9.5,,3.14,,,,,,
2MASS J06450681+0013535,2MASS J06450681+0013535,,Sh 2-284,101.27839 0.23153,II,Kalari 2015,December 2013,5888.43655,700,G0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,8.51E-09,-8.07,,2.16,,0.3344537512,,-0.92,1-3,2,,2.06,0.15,,,,,
2MASS J06450971+0014121,2MASS J06450971+0014121,,Sh 2-284,101.29047 0.2367,II,Kalari 2015,December 2013,8128.305162,950,A5V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.19E-07,-6.66,,2.62,,0.4183012913,,0.53,.5-2.5,1.5,,2.11,,,,,,
2MASS J06451318+0018307,2MASS J06451318+0018307,,Sh 2-284,101.30493 0.30853,II,Kalari 2015,December 2013,5888.436554,700,G0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.00E-08,-7.7,,1.15,,0.06069784035,,-0.38,8.3-10.3,9.3,,2.64,,,,,,
2MASS J06451616+0022238,2MASS J06451616+0022238,,Sh 2-284,101.31734 0.37328,II,Kalari 2015,December 2013,6918.30971,800,F3V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,3.47E-09,-8.46,,1.23,,0.08990511144,,-1.09,13.8-15.8,14.8,,3.84,,,,,,
2MASS J06451701+0022077,2MASS J06451701+0022077,,Sh 2-284,101.32089 0.36881,II,Kalari 2015,December 2013,9549.92586,1100,A0V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,3.55E-08,-7.45,,2.00,,0.3010299957,,-0.07,6.5-8.5,7.5,,3.82,,,,,,
2MASS J06451727+0023454,2MASS J06451727+0023454,,Sh 2-284,101.32197 0.39595,II,Kalari 2015,December 2013,6760.82975,800,F2V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,4.68E-08,-7.33,,1.57,,0.1958996524,,-0.11,4.6-6.6,5.6,,2.69,,,,,,
2MASS J06451841+0022189,2MASS J06451841+0022189,,Sh 2-284,101.32672 0.37192,II,Kalari 2015,December 2013,5623.413252,650,G4V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.09E-09,-8.68,,1.12,,0.04921802267,,-1.36,7.5-9.5,8.5,,1.05,,,,,,
2MASS J06452454+0022448,2MASS J06452454+0022448,,Sh 2-284,101.35226 0.37912,II,Kalari 2015,December 2013,5370.31796,600,G8V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,4.47E-08,-7.35,,1.66,,0.220108088,,-0.18,0-2,1,,2.33,,,,,,
2MASS J06452774+0015514,2MASS J06452774+0015514,,Sh 2-284,101.36559 0.26428,II,Kalari 2015,December 2013,4365.15832,500,K4V,1.00,R 2000 spectroscopy,optical,Robert Stobie Spectrograph/SALT,Line Strength,Ha Line Strength,,,,0.00,,,,2.19E-08,-7.66,,0.56,,-0.251811973,,-0.8,0-2,0.9,,2.77,,,,,,
2MASS J04174955+2813318,2MASS J04174955+2813318,KPNO Tau 10,Taurus,64.4583 28.2256       ,II,Mohanty 2005,May 2002 - December 2003,3125,,M5.0,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.58E+00,,,0.00,,,,3.16E-11,-10.5,,0.16,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,
2MASS J04174955+2813318,2MASS J04174955+2813318,KPNO Tau 10,Taurus,64.4583 28.2256       ,II,Mohanty 2005,May 2002 - December 2003,3125,,M5.0,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.58E+00,,,0.00,,,,2.00E-11,-10.7,,0.16,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,
2MASS J04183030+2743208,2MASS J04183030+2743208,KPNO Tau 11,Taurus,64.6250 27.7225    ,III,Mohanty 2005,May 2002 - December 2003,3050,,M5.5,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.52E+00,,,0.00,,,,2.51E-11,-10.6,,0.13,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,
2MASS J04183030+2743208,2MASS J04183030+2743208,KPNO Tau 11,Taurus,64.6250 27.7225    ,III,Mohanty 2005,May 2002 - December 2003,3050,,M5.5,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.52E+00,,,0.00,,,,1.58E-11,-10.8,,0.13,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,
2MASS J04330781+2616066,2MASS J04330781+2616066,KPNO Tau 14,Taurus,68.2833 26.2686,II,Muzerolle 2005,"December 30, 2003",2990,,M6,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,0.00,,1.2,,,-12,,0.10,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010,,
2MASS J04262939+2624137,2MASS J04262939+2624137,KPNO Tau 3,Taurus,66.6208 26.4039,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,5.18E+00,,,0.00,,,,1.26E-10,-9.9,,0.08,,,,,,1,,,,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,
2MASS J04262939+2624137,2MASS J04262939+2624137,KPNO Tau 3,Taurus,66.6208 26.4039,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,5.18E+00,,,0.00,,,,6.31E-11,-10.2,,0.08,,,,,,1,,,,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,
2MASS J04262939+2624137,2MASS J04262939+2624137,KPNO Tau 3,Taurus,66.6208 26.4039,II,Muzerolle 2005,"December 30, 2003",2990,,M6,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,0.00,,0.53,,,-10,,0.08,,,,,,1,,,,,,disk classification from LUHMAN ET AL. JAN 2010,,
2MASS J19013357-3700304,2MASS J19013357-3700304,LS-RCrA 1,R Coronae Australis,285.38990396 -37.00846541,I,Mohanty 2005,May 2002 - December 2003,2950,,M6.5,,High Res spectra,8662 A,MIKE,Line Strength,Ca II,6.50E+00,,,0.00,,,,3.16E-09,-8.5,,0.08,,,,,,10,,,,,,SED class from Fernadez and Comeron 2001 Accretion rate equation 1,,
2MASS J19013357-3700304,2MASS J19013357-3700304,LS-RCrA 1,R Coronae Australis,285.38990396 -37.00846541,I,Mohanty 2005,May 2002 - December 2003,2950,,M6.5,,High Res spectra,8662 A,MIKE,Line Strength,Ca II,6.50E+00,,,0.00,,,,1.00E-09,-9,,0.08,,,,,,10,,,,,,SED class from Fernadez and Comeron 2001 Accretion rate equation 3,,
,Lup604s,,Lupus,242.000 -39.0167,II,Alcala 2017,,3.06E+03,7.00E+01,M5.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.83,0.19,5.01E-11,-1.03E+01,,0.13,2.00E-02,-8.86E-01,,-3.70E+00,3-10,3,,,,,,,,
[LEM2005] Lup 607,[LEM2005] Lup 607,Lup607,Lupus,242.1167 -39.2194,II,Alcala 2017,2015,2.94E+03,6.60E+01,M6.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.03,0.27,5.01E-12,-1.13E+01,,0.10,1.00E-02,-1.00E+00,,-4.90E+00,3-10,3,,,,,upper limit,,,
2MASS J16073773-3921388,Lup713,,Lupus,241.9083 -39.3608,II,Alcala 2017,,3.06E+03,7.00E+01,M5.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.52,0.12,6.31E-11,-1.02E+01,,0.11,2.00E-02,-9.59E-01,,-3.50E+00,3-10,3,,,,,,,,
2MASS J16095628-3859518,Lup818s,,Lupus,242.4833 -38.9978,II,Alcala 2017,,2.99E+03,6.70E+01,M6,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.58,0.13,2.00E-11,-1.07E+01,,0.10,1.00E-02,-1.00E+00,,-4.10E+00,3-10,3,,,,,,,,
MHO 5,MHO 5,,Taurus,68.06693976 18.21288431,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.48E+00,,,0.00,,,,2.00E-11,-10.7,,0.10,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,
MHO 5,MHO 5,,Taurus,68.06693976 18.21288431,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.48E+00,,,0.00,,,,1.26E-11,-10.9,,0.10,,,,,,1,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,
MHO 6,MHO 6,,Taurus,68.09212753 18.46184673,II,Muzerolle 2003,2000-2001,,,M4.75,,R = 8000 Spectroscopy and R = 34000 spectriscopy,3901 A to 11000 A,ESI Keck II and HIRES Keck I,Line Width,Ha 10% width,,0.069,,#DIV/0!,,1,,5.01E-11,-10.3,0.13,0.13,,-0.8860566477,8.28E+26,2.07E-07,,0.43,,0.86,,,,disk classification from LUHMAN ET AL. JAN 2010,,
MY Lup,MY Lup,,Lupus,240.1875 -41.9253,III,Alcala 2017,2015,5.10E+03,2.35E+02,K0,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.13,0.24,2.24E-10,-9.65E+00,,1.02,1.30E-01,8.60E-03,,-2.30E+00,3-10,3,,,,,upper limit,,,
Par-Lup3-3,Par-Lup3-3,,Lupus,242.2042  -39.0942,II,Alcala 2017,,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.59,0.37,3.09E-10,-9.51E+00,,0.26,3.00E-02,-5.85E-01,,-2.90E+00,3-10,3,,,,,,,,
THA 15-35,THA 15-35,Par-Lup3-4,Lupus,242.25770353 -39.08678228,II,Alcala 2017,,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.17,0.04,3.16E-12,-1.15E+01,,0.16,2.00E-02,-7.96E-01,,-4.10E+00,3-10,3,,,,,,,,
RXJ1556.1-3655,RXJ1556.1-3655,,Lupus,239.00874658 -36.92452068,II,Alcala 2017,2010,3.71E+03,1.71E+02,M1,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.17,0.27,1.29E-08,-7.89E+00,,0.46,1.20E-01,-3.37E-01,,-9.00E-01,3-10,3,,,,,,,,
RY Lup,RY Lup,,Lupus,239.8708 -40.3642,III,Alcala 2017,2015,4.90E+03,2.26E+02,K2,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.79,0.38,6.17E-09,-8.21E+00,,1.47,2.20E-01,1.67E-01,,-9.00E-01,3-10,3,,,,,,,,
2MASS J05392174-0244038,SO1009,,σ Ori,84.84067 -2.73437,EV,Rigliaco 2011,2008 - 2009,3200,,G2,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.020,,0.46,,,,,-8.89,,0.15,,,,-1.97,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
