Sixth Catalog of Orbits of Visual Binary Stars: Orbits																					
RA(2000).	DEC(2000)	WDS.......	DD............	HD....	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee
70338.51	364746	07036+3648	BD+37 1643	52633	8.55				606	d	80	12.9	m	10.8	71	13	121	94	48683	d	204
70346.11	672725.2	07038+6727	SAO 14059	51708	7.76				1041.0348	d	51.7321	13.35	m	0.64	126.82	6.15	103.35	6.48	48454.9062	d	21.6115
70350.3	-433344.3	07040-4337	TOK 390Ca Cb	53680	8.67		13		1688.6	d	1.1	34.9	m	3.2	163.6	1.6	238.9	2.9	54182.9	d	1.4
70420.92	-30302.2	07043-0303	A   519AB	53299	8.8		9.44		90.4	y	1.44	0.397	a	0.006	96.6	0.7	93.6	0.7	2012.5	y	0.42
70504.12	12352.5	07051+0124	NLTT 17385	53424	8.49				612.3	d		8.5	m	1.2	108.5	12.5	223.8	11.1	47859.9	d	
70752.46	-154201.9	07079-1542	A  3043	54336	7.79		8.57		113.9	y	5.8	0.184	a	0.023	31	15	201	28	1960.8	y	2.2
70913.48	190233.9	07092+1903	CHR 216	54322	8.79		10.2		27.6	y	1.1	0.179	a	0.013	103.3	1.9	355.6	1.7	2010.81	y	0.25
71001.83	383146	07100+3832	GJ 268		11.47				10.42672	d	0.00006	11.1	m	0.05	100.39	0.03	89.98	0.07	50493.9853	d	0.0039
71006.79	211453.3	07101+2115	GC 9462	54563	6.43				113.3	d		4.92	m	0.31	64.3	5.9	85.6	6.9	44525	d	
71037.92	154314.2	07106+1543	J   703		10.43		12.4		1360.2	y	62.9	12.7	a	0.59	113.4	0.5	96.2	0.8	3235.4	y	4.2
71111.44	432958.1	07112+4330	MTG   1AB		5.3	k	5.4	k	16.1	y	0.3	0.288	a	0.003	72.12	0.18	181.99	0.15	54765	d	1.6
71115.15	-103229.7	07113-1032	A  2122	55118	8.6		8.6		169.68	y	13.75	0.203	a	0.007	120.2	3.7	150.3	5.1	2021.25	y	2.39
71249.08	271330.2	07128+2713	STF1037AB	55130	7.24		7.27		118.35	y	0.46	0.794	a	0.02	144.7	1.3	38.5	2.1	1920.34	y	0.01
71332.23	-443825.9	07135-4438	HJ 3943A	56096	5.1				141	d	2	9.5	m	2.8	118	9	239	92	48467	d	62
71415.22	-262109.1	07143-2621	FIN 323	56014	5.39		4.92		118.54	y	11.14	0.178	a	0.012	80.2	1	131.3	3	1971.01	y	0.74
71448.26	-152833.5	07148-1529	BU  575AB	56012	8.29		7.88		402.96	y		0.855	a		57.5		267.2		1620.49	y	
71530.78	-755153.1	07155-7552	I   312	58046	8.29		8.27		847.09	y		2.308	a		97.5		152.9		2012.33	y	
71619.77	270832.9	07163+2709	BEU  10		10.85				0.8333	y		0.0273	a		94.2		328.6		1992.557	y	
71647.5	5846.3	07168+0059	A  2855	56361	9.53		9.25		64.44	y	0.45	0.349	a	0.003	148.3	2.1	56.3	3.7	1958.36	y	0.69
71706.96	-120201.6	07171-1202	A  2123AB	56593	8.61		6.96		80.3	y		0.641	a		77.8		135.9		1981.1	y	
71729.56	-465845.4	07175-4659	I     7	57095	7.1		8.35		85.01	y	1.22	0.891	a	0.048	104.4	2.3	236	5.1	1958.7	y	0.44
71738.51	91731.5	07176+0918	STT 170	56515	7.37		7.67		429	y	76	1.86	a	0.25	104.5	2	93.1	0.5	2006.9	y	5
71827.12	-572106.5	07185-5721	HDS1013Aa Ab	57555	8.37		9.16		60.68	y		0.365	a		23.6		180.7		1998.81	y	
72007.39	215856.4	07201+2159	STF1066A	56986	3.55		8.18		2238.6001	d		14.31	m	16.41	92.4	3.89	70.04	9.45	15466.5	d	
72007.39	215856.4	07201+2159	STF1066	56986	3.55		8.18		1200	y		6.9753	a		63.28		18.38		1437	y	
72538.97	73339.1	07256+0734	BD+07 1719	58368	7.97				672.7	d		4.86	m	1.1	101	11.5	295.8	9.9	45617	d	
72656.33	201527.3	07269+2015	CHR  26	58579	5.9				14.177	y		0.061	a		46.59		14.36		1984.4	y	
72744.39	212644	07277+2127	MCA  30Aa	58728	5.26				46.38428	h	0.000101	0.5973	m	0.0089	69.9	1.2	145	16	54051.14	m	0.46
72744.39	212644	07277+2127	MCA  30Aa Ab	58728	5.28		7.3		760.083	d	0.081	0.07558	a	0.00026	92.31	0.12	346.93	0.06	54038.6	m	1.3
72913.88	-431806.8	07292-4318	sig Pup	59717	3.25				257.8	d		8.18	m	0.57	68.06	5.08	331.97	5.36	48488.582	d	3.6527
72913.88	-431806.8	07292-4318	sig Pup	59717	3.25				257.8	d		8.32	m	0.32	65.6	3.3	0	5.2	20418.6	d	
72921.91	-145953.4	07294-1500	STF1104AB	59438	6.39		7.6		729	y		2.543	a		38.1		157		2000	y	
72925.61	-73305.3	07294-0733	GJ 3443	59380	5.87				995	d	44	22	m	40	130	20	253	96	49164	d	455
72925.61	-73305.3	07294-0733	GJ 3443	59380	5.87				1008	d	31	20	m	8	143	16	202	85	48450	d	300
72925.61	-73305.3	07294-0733	GJ 3443	59380	5.87				1001	d	26	17.1	m	4.2	139	12	249	97	49131	d	476
73016.51	495842	07303+4959	STF1093	58945	8.79		8.98		1190.95	y	529.46	1.32	a	0.174	41.2	15.9	125.4	12.7	1850.91	y	42.26
73027.65	74309.3	07305+0743	A  2869	59473	8.3		8.5		156.116	y		0.23	a		149		302.7		1996.23	y	
73042.57	481158.8	07307+4813	GIC  75A		15.1		15.6		0.94	y		0.054	a		94		102		1969.6	y	
73047.23	481026.6	07307+4813	WNO  49Ba Bb		15.5		15.5		20.5	y	1.9	0.656	a	0.031	40	6	167	14	1971.2	y	0.5
73157.72	361309.8	07319+3613	BEU  11Aa Ab		10.52				44	y		0.128	a		107		11		1971	y	
73214.54	140420.9	07322+1405	HU 1244		10.45		10.36		145.81	y		0.321	a		131.9		125.1		1898.55	y	
73222.28	-355740.3	07324-3558	RST4855	60312	6.7		7.8		116.7	y	5.5	0.212	a	0.006	34.6	4.2	168.8	9.3	1991.28	y	0.31
73336.5	154936.1	07336+1550	MCA  32	60107	5.4		7.6		124.73	y		0.351	a		83.7		95.9		1993.32	y	
73428.07	-525807.8	07345-5258	LTT 2891	61033	7.6				278.1	d	1.5818	17.54	m	0.85	140.24	5.73	29.66	7.25	48356.7109	d	10.1556
73436	315319.1	07346+3153	STF1110AB	60179	1.93		2.97		459.8	y		6.755	a		114.6		41.2		1958.7	y	
73436	315319.1	07346+3153	STF1110AB C	60179	1.9		9.83		187.12	c		88.9	a		45		314		3395	y	
73436	315319.1	07346+3153	STF1110AB C	60179	1.9		9.83		134.63	c		71.4	a		34		343		4606	y	
73436	315319.1	07346+3153	STF1110AB C	60179	1.9		9.83		128.17	c		69.1	a		33		289		5736	y	
73437.45	315210.2	07346+3153	YY Gem	60179	9.83				19.542763	h	0.000007	0.00135	a	0.00005	86.5	0.05			50556.5614	m	0.0004
73503.47	-282953.1	07351-2830	GC 10171	60766	7.84				890.1813	d	54.6285	9.98	m	1.01	132.73	8.65	38.27	10.4	48082.8984	d	69.9619
73508.79	305739.3	07351+3058	STT 175AB	60318	6.08		6.49		213.368	y	3.003	0.5554	a	0.0075	91.788	0.042	329.89	0.14	44117	m	93
73508.8	305739.3	07351+3058	STT 175B	60318	6.08				727.9	d	8.6	0.00263	a	0.00017	86.2	1.6	158.5	2.8	53876	m	19
73722.12	-345806.9	07374-3458	FIN 324AB C	61330	4.81		6.07		80.68	y	1.63	0.323	a	0.004	158.6	4.9	262.1	8.4	2016.58	y	0.37
73725.9	385205.5	07374+3852	HU  842AB	60694	7.99		9.38		982	y		0.905	a		61.1		26		1894.79	y	
73913.74	-293140.7	07392-2932	V382 Pup		11.5				798	d	41	26.5	m	17.8	77	11	134	100	48795	d	134
73918.54	51339	07393+0514	SHB   1AB	61421	0.46		10.8		40.82	y	0.06	4.271	a	0.032	31.1	0.6	97.3	0.3	1967.97	y	0.05
74006.99	51351.9	07401+0514	STF1126AB	61563	6.55		6.96		752	y		1.054	a		55.4		124.4		2254	y	
74103.1	-12400.4	07411-0124	A  1968	61809	9.7		9.8		146.2	y		0.416	a		115.6		143.4		1995.8	y	
74141.62	372548.2	07417+3726	STT 177	61600	7.96		9.24		165	y		0.331	a		167		66.3		1956	y	
74142.35	94217.3	07417+0942	STF1130	61886	8.76		9.48		1000	y	350	1.86	a	0.4	52.3	1.3	328.6	2.4	1981.09	y	0.53
74257.16	-451018.4	07430-4511	WSI  99A?	62644	5.04				380	d	10	21	m	20	99	13	202	96	48430	d	58
74257.16	-451018.4	07430-4511	WSI  99A?	62644	5.04				383	d	9	18	m	21	96	9	201	93	48446	d	42
74258.95	-170341.7	07430-1704	HU  710	62351	7		7.95		158.7	y	4.8	0.363	a	0.007	137.7	1.8	111.6	4.2	1952.15	y	0.77
74332.17	-271045.2	07435-2711	B   737	62556	8.53		9.01		290.2	y	14.74	0.335	a	0.016	105.7	1.2	86.2	2.1	1967.59	y	1.93
74535.02	-341021.6	07456-3410	TOK 193Aa Ab		5.3		9		15	y		0.473	a	0.016	67.7	1.4	58.4	0.8	2010.83	y	0.15
74607.95	210719.2	07461+2107	HO  247	62720	7.67		9.19		350.8	y		0.561	a		52.9		117.2		1892.44	y	
74642.56	200032.2	07467+2001	RED   9		12.23		12.83		12.71	y	0.07	0.2373	a	0.001	138.2	0.5	28.4	0.5	2002.83	y	0.01
74730.74	701225.3	07475+7012	GJ 9240	61994	7.08				547	d	9	17.7	m	1.5	45	8	258	92	48825	d	32
74747.87	-33146.7	07478-0332	RST4375	63263	8.35		9.26		80.82	y	6.45	0.2	a	0.007	117.1	2.4	110.5	4.2	1998.17	y	1.12
74756.71	-121133.8	07479-1212	STF1146	63336	5.73		7.32		1331.6	y		5.79	a		97.8		17.8		1832.4	y	
74757.25	601746.5	07480+6018	HU 1247	62522	7.58		8.34		18.755	y	0.048	0.2235	a	0.0012	122.59	0.34	72.02	0.48	1990.722	y	0.016
74833.65	230827.5	07486+2308	WRH  15AB	63209	6.85		7.3		580	y		0.452	a		117.2		55.4		1954	y	
74901.67	-245443.9	07490-2455	TOK 194	63660	5.6		6.8		2.422	y	0.075	0.0374	a	0.0031	29.5	13.9	212	32	2011.557	y	0.084
75047.36	31638.4	07508+0317	A  2880	63799	7.1		7.1		106.9	y	4.1	0.179	a	0.004	45.9	1.2	91.9	1.8	1992.1	y	0.1
75146.31	-135352.8	07518-1354	BU  101	64096	5.61		6.49		23.33	y	0.01	0.6179	a	0.0024	80.82	0.06	282.65	0.09	1985.923	y	0.011
75213.03	-403432.8	07522-4035	TOK 195	64440	4.2		5		7.388	y	0.657	0.0624	a	0.0071	86.2	7	90.3	6.8	2012.067	y	0.206
75247.87	-52541.5	07528-0526	FIN 325	64235	7.32		6.19		31.43	y	0.16	0.3262	a	0.0013	77.66	0.26	185.41	0.22	1989.266	y	0.017
75329.84	264557.1	07535+2646	phi Gem	64145	4.98				581.728	d	27.2175	5.97	m	0.68	95.56	11.01	19.72	11.23	47820.9453	d	28.0887
75411.34	-372916.6	07542-3729	RSS 145A		10				6.645	y	3.852	25	m	14	66	10	319	94	1994.673	y	3.116
75411.34	-372916.6	07542-3729	RSS 145A		10				7.025	y	4.791	27	m	22	62	16	288	94	1994.805	y	3.844
75433.03	-24744.9	07546-0248	STF1157	64607	7.93		7.89		1448	y		1.827	a		130.2		64.7		2002.98	y	
75531.4	242147.5	07555+2422	A  2537	64583	9.16		9.51		428	y		0.338	a		113.8		3.6		2083	y	
75602.81	234135.1	07560+2342	COU 929	64704	7.9		8.57		44.43	y	0.32	0.253	a	0.003	71.5	0.4	187.3	0.3	1953.65	y	0.29
75716.39	10737.3	07573+0108	STT 185	65123	7.1		7.3		58.01	y	0.08	0.343	a	0.002	72.5	0.3	9.5	0.4	1944.22	y	0.13
75748.4	-335710.5	07578-3357	GJ 1106		8.84				7.589	y	4.104	47.6	m	14.1	49	8	176	92	1995.492	y	3.669
75836.9	-345641.2	07586-3457	KUI 120A	65721	7.96	v			927	d	104	13.1	m	4	77	7	295	92	48906	d	260
75945.93	-471812.8	07598-4718	I  1070AB	66079	7.25		7.68		3255.23	y		1.777	a		65.6		205.6		2018.39	y	
80142.49	601927.9	08017+6019	MCA  33	65339	6.3		7.5		6.6504	y	0.0089	0.055	a	0.018	55.4	2.9	118.3	20.1	2001.2281	y	0.025
80144.53	-83535.4	08017-0836	A  1580	66094	7.81		8.7		399	y		0.351	a		38		117		1965	y	
80226.06	40907.5	08024+0409	STF1175	66177	7.89		9.13		717.923	y		3.0147	a		72.4		1.3		2297.796	y	
80306.55	-62451.4	08031-0625	A  1581		10.02		10.29		549.21	y		1.51	a		69.6		141.7		1887.92	y	
80319.18	525044.1	08033+5251	HDS1149		12.03		12.34		12.95	y	0.05	0.1977	a	0.0016	145.2	1.2	80.4	1.9	2011.68	y	0.031
80331.1	274739.9	08035+2747	chi Gem	66216	4.94				2437.8	d		19.5	m	2.9	50.8	8.4	242.6	5.5	42894.5	d	
80408.38	330150.8	08041+3302	STT 187	66299	6.94		8.5		254	y	15	0.3268	a	0.006	144.6	3.4	225	6.5	1934.2	y	1.2
80423.1	121723.8	08044+1217	BU  581AB	66509	8.46		8.83		44.69	y		0.475	a		54.9		113.8		1999.51	y	
80444.45	471723.6	08047+4717	A  2050AB	66263	9.7		9.7		114.84	y		0.152	a		22.7		89.4		1986.22	y	
80458.31	582526.2	08050+5825	A  1073	66045	9.24		9.89		101.5	y		0.25	a		145		113.3		1971	y	
80603.52	-4635.2	08061-0047	A  1971	67010	9.2		9.43		572.52	y		1.07	a		125.6		202.8		1910.43	y	
80615.16	20047.3	08062+0201	J   420		11.06		11.46		217.14	y		2.197	a		105.1		173.8		1955.41	y	
80615.16	20047.3	08062+0201	J   420		11.06		11.46		168.45	y		1.921	a		104		176		1954.17	y	
80634.49	222724.7	08066+2227	BD+22 1854	66948	7.19				1684	d	630	19.5	m	6.5	68	8	58	9	49265	d	660
80732.31	-121212.9	08075-1212	A  2749	67430	10.34		10.12		179	y		0.33	a		35		98.7		1916	y	
80854.44	243726.2	08089+2437	NLTT 18995		9.65				733.5	d		10.2	m	1.1	158.7	19.6	188.2	6.2	48342	d	
80900.86	-611806.1	08090-6118	EHR  11A	68456	4.76				925	d	12	27.3	m	0.9	30	5	340	96	48513	d	66
80930.34	321316.2	08095+3213	STF1187AB	67501	7.19		7.98		1385.156	y		3.0464	a		127.8		17.6		3132.316	y	
81020.2	694329.3	08103+6943	GJ 9253	66751	6.5				247	d	8	14	m	14	108	16	107	126	48527	d	111
81020.2	694329.3	08103+6943	GJ 9253	66751	6.5				245	d	6	7	m	10	112	14	107	105	48545	d	51
81212.71	173853.3	08122+1739	STF1196AB	68257	5.3		6.25		59.582	y	0.026	0.85921	a	0.00094	173.94	0.76	157.6	6.7	1989.088	y	0.011
81212.71	173853.3	08122+1739	STF1196AB C	68257	4.92		5.85		1115	y		7.7	a		146		74.2		1970	y	
81213.27	173851.6	08122+1739	HUT   1Ca Cb	68256	6.2		7.1		19.05	y	0.46	0.3728	a	0.0068	149.2	7.2	262	12	1983.05	y	0.32
81230.8	-461551.5	08125-4616	CHR 143Aa Ab	68895	6.5		7.3		31.42	y	0.33	0.0738	a	0.0012	71.7	1.7	173.6	1	2017.49	y	0.21
81239.51	261327.2	08127+2613	A  2471	68282	8.63		10.16		521	y		0.788	a		131.6		135.1		1994.3	y	
81308.47	-135500.8	08132-1354	HU  115		10.18		10.44		62.9	y		0.87	a		51		142		1998.7	y	
81402.89	-402051.8	08140-4021	h 2 Pup	69142	4.43				930	d		10.66	m	0.73	135.2	1.9	181.7	2.7	18060	d	
81423.88	-455004.4	08144-4550	FIN 113AB	69302	6		7.6		385.48	y		0.566	a		81.6		103.4		1973.09	y	
81631.05	793003.5	08165+7930	STF1169AB	67064	8.4		8.64		200	c	36	15	a	2	3	10	15	78	8800	y	800
81715.69	-52208.8	08173-0522	A   337	69526	7.99		9.57		207	y		0.465	a		129.6		215.1		1900.7	y	
81819.65	385910	08183+3859	STF1211AB		9.65		9.97		407	y		1.11	a		98.5		133.5		1959	y	
81917.15	623025.7	08193+6230	OS UMa	69148	5.73				89.065	d		1.6	m	0.3	51.5	11.8	177.6	9	42573.79	d	
82108.26	472409.1	08211+4725	A  1745Ca Cb		10.33		11.1		279.5	y		0.479	a		40		48		1928.5	y	
82120.28	-13607.3	08213-0136	STF1216	70340	6.85		7.88		402	y	15	0.565	a	0.016	31.7	1.6	264.1	4.8	2322	y	26
82208.18	-405929.6	08221-4059	HJ 4087AB	70764	7.58		7.98		880	y		2.83	a		111.7		139		1810	y	
82303.17	-491201.3	08231-4912	DENIS-P J023..		11.86	k			247.75	d	0.64	4.62	m	0.12	52.2	1.5	346.2	2	55926.82393	m	
82303.71	200105.7	08231+2001	HO  525AB	70492	9.83		9.89		935	y		0.84	a		39.1		144.9		1967	y	
82415.65	445659	08243+4457	STF1217	70516	7.79		9.39		160	c		21	a		81		235		6845	y	
82415.65	445659	08243+4457	STF1217	70516	7.79		9.39		160	c		21	a		84		58		7497	y	
82504.14	-490935	08251-4910	RST 321	71386	8.27		8.94		25.78	y	0.41	0.31	a	0.004	40.9	0.7	128.6	0.8	2000.85	y	0.15
82523.73	372318.7	08254+3723	HU  856	70803	8.72		8.86		80.35	y		0.201	a		36.2		185.5		1949.9	y	
82617.74	-390332.3	08263-3904	B  1605Ba Bb	71488	7.9		8.1		96.3	y	2.6	0.1839	a	0.0063	151.7	6	74	17	2021.8	y	8.9
82639.82	243203.7	08267+2432	A  1746BC	71153	8.5		8.5		21.78	y	0.2	0.149	a	0.001	19.1	1	153.6	5	1998.42	y	0.3
82656.47	321147.3	08269+3212	HU  714Ba Bb		9.77		10.07		123.2	y		0.41	a		66.3		135		1944.63	y	
82657.83	-524217.4	08270-5242	B  1606	71805	6.99		7.85		14.66	y	0.08	0.152	a	0	61.7	0.1	277	0.2	2011.84	y	0.01
82727.55	-550040.3	08275-5501	FIN 116	71919	7.3		7.3		125.8	y	2.4	0.273	a	0.003	121.5	1.3	241	1.3	1994.22	y	0.25
82740.81	-42453.2	08277-0425	A   550	71499	7.47		7.91		21.23	y	0.23	0.099	a	0.003	149.6	12.4	71.6	24.7	1981.3	y	0.29
82759.43	-350649.6	08280-3507	FIN 314Aa Ab	71801	6.11		6.95		68	y	4.2	0.1285	a	0.0051	65.2	3.2	234.7	2.2	2000.3	y	1.7
82822.12	350059.2	08286+3502	WOR  19		11.51		11.55		50.14	y		0.604	a		136		63		2000.13	y	
82829.16	-23101.6	08285-0231	A   551AB	71663	7		7.1		54.7	y	0.5	0.283	a	0.003	83.7	0.5	62.4	1	2001.8	y	0.3
82904.76	-475544.2	08291-4756	FIN 315Aa Ab	72108	5.9		6.4		340	y	50	0.427	a	0.03	78.9	2	114.7	2	1947.7	y	2
83130.94	-193438.8	08315-1935	I   489	72310	5.82		6.67		261.06	y	15.48	0.504	a	0.007	122.1	2.7	96.9	1.7	2005.97	y	7.48
83135.03	345758.5	08316+3458	HU  716	71974	7.58		9.02		31.3	y		0.41	a		120		143		1984	y	
83137.58	192339.5	08317+1924	BEU  12Aa Ab		11.89				66.51528	h	0.000029	0.0028	a	0.0003	86.7	0.4			50579.1907	m	0.0002
83139.91	-260058.3	08317-2601	I   807	72397	8.12		9.02		720.66	y		0.631	a		129.4		134.2		1936.16	y	
83304.85	-243624.8	08331-2436	BU  205AB	72626	7.14		6.84		142.9	y		0.526	a		150.8		177.7		1954.38	y	
83431.95	-323554.2	08345-3236	FIN 335	72954	7.13		7.51		17.36	y	0.03	0.139	a	0.001	30.6	1.3	268.9	1.9	2014.08	y	0.03
83627.06	671741.8	08364+6718	YR   13		9.3		12.1		23.043	y		0.484	a		131.5		235.8		1971.428	y	
83655.78	231449.1	08369+2315	AG  154		9.62		9.76		1162.85	y		3.124	a		95.1		183.8		3009.92	y	
83656.24	-785645.5	08369-7857	KOH  79AB		10.4	r	10.5	r	42.5	y		0.16	a		68.6		89.4		1985.9	y	
83656.24	-785645.5	08369-7857	KOH  79AB		10.4	r	10.5	r	150.8	y		0.388	a		72.5		77.9		1993.2	y	
83759.08	-84406.4	08380-0844	HDS1242	73399	8.45		9.64		41.66	y	4.5	0.249	a	0.02	24.9	6.3	198.2	14.8	2014.55	y	0.53
83904.06	-555632.6	08391-5557	HU 1443AB	74045	7.75		8.88		876.85	y		1.4	a		128.1		104.3		1860.89	y	
83908.07	-223946.5	08391-2240	BU  208AB	73752	5.37		6.81		123	y		1.705	a		82.9		31.8		1986.6	y	
83922.09	-363624	08394-3636	I   314	73900	6.4		7.9		66.5	y		0.527	a		102		55.7		1925.7	y	
84020.17	192056.5	08403+1921	CHR 130	73712	6.78		8.5		13.23	y		0.1	a		82.5		162.8		1985.53	y	
84118.53	-44831.9	08413-0449	BD-04 2421	74014	7.57				6936.3	d	134.7	64	m	32.9	171.1	6.8	248.7	22	53431.9	d	5.2
84206.65	-524523.3	08421-5245	B  1624	74497	8.22		9.62		74.05	y	0.43	0.474	a	0.002	71.4	0.2	89.7	0.2	1995.69	y	0.31
84220.12	200211.7	08423+2002	COU 382		10.4		10.5		135	y		0.185	a		131		0		2023.4	y	
84228.31	-473116.4	08425-4731	CD-47 4258	74496	6.74				403	d	20	7.9	m	5.9	85	14	134	94	48596	d	155
84307.66	-122519	08431-1225	RST3603	74333	7.8		9.61		98.92	y	3.48	0.268	a	0.007	154.5	10	155.5	13.1	1964.7	y	1.39
84316.24	-390813.1	08433-3908	GC 12009	74556	7.75				816.4355	d	32.0868	5.27	m	0.79	134.9	12.08	355.05	16.92	48164.9492	d	37.6537
84442.23	-544231.8	08447-5443	KEL   1Aa Ab	74956	1.99				45.1503	d	0.0002	16.51	m	0.16	90.96	0.03	155	0.6	52528.9502	m	0.0002
84442.23	-544231.8	08447-5443	I    10AB	74956	1.99		5.57		146.97	y		2.002	a		105.6		344.7		2000.78	y	
84444.97	-423801.9	08447-4238	CHR 238	74842	7.22		8.3		2.257	y	0.004	0.0785	a	0.0046	145.8	14	42.4	7.1	2012.557	y	0.056
84534.82	844135.8	08456+8442	A  1078		9.92		9.97		1304	y		3.099	a		66.8		139.7		1999.61	y	
84538.13	-770431	08456-7705	CP-76  544	75893	6.86				455	d	16	5.2	m	3.1	133	16	122	82	48473	d	163
84609.03	-142204.1	08462-1422	HU  120	74861	9.19		9.21		197.6	y		0.475	a		45.6		140.2		1983.19	y	
84622.53	-133251.7	08464-1333	RST5507A	74918	4.33				1592	d	806	11.6	m	5.7	58	10	91	16	49194	d	664
84646.65	62508.1	08468+0625	SP    1AB	74874	3.49		5		15.0507	y	0.0064	0.2547	a	0.0009	50.01	0.27	107.99	0.35	1991.247	y	0.005
84646.65	62508.1	08468+0625	STF1273AB C	74874	3.49		6.66		589	y	5	3.37	a	0.01	33.2	0.4	34.5	1.7	2159	y	2
84721.48	-170310.3	08474-1703	BU  586	75098	7.1		7.73		442.24	y		0.538	a		63.9		239.7		2009.74	y	
84836.68	23635.8	08486+0237	A  2551	75192	9.6		10.3		70.7	y	1.4	0.141	a	0.011	38.5	9.8	281	14	1950.52	y	0.66
84840.3	5631	08487+0057	A  2552	75207	9.11		8.48		82.4	y		0.253	a		125.8		212.9		1968.7	y	
84929.13	85152.8	08495+0852	BU 1068AB	75300	8.07		9.35		416	y		0.448	a		128.1		151.7		1964.4	y	
84951.5	-324649.5	08499-3247	HR 3512	75605	5.2				1191	d	192	9	m	1.7	132	11	204	93	48793	d	380
85035.94	105715.6	08503+1057	RED  10Ba Bb		20.29	r	21.76	r	24	y	37	0.126	a	0.066	65	12	96	27	2016	y	17
85040.42	180012.2	08507+1800	A  2473	75470	7.66		7.57		113.4	y		0.979	a		80.2		115		2018.01	y	
85042.33	75152.4	08507+0752	VDK   3		9.91		10.09		177	y		1.87	a		49.3		307.8		2033.5	y	
85308.05	545711	08531+5457	A  1584	75553	8.99		7.72		70.89	y		0.419	a		33.2		243.1		1985.01	y	
85350.6	-473114.6	08538-4731	FIN 316	76360	6.1		6.1		7.209	y	0.004	0.0781	a	0.0003	11.1	1.6	108.5	8.8	2007.601	y	0.009
85351.95	14928	08539+0149	A  2554	76050	7.44		9.64		43.86	y	0.8	0.21	a	0.005	162.4	11.4	112.4	16.7	2021.18	y	0.3
85355.35	195801.7	08539+1958	COU 773	75974	7.32		7.86		172.6	y		0.219	a		71		26.4		1943.3	y	
85410.97	-22836.9	08542-0229	A  1754	76119	9.9		10		452	y		0.53	a		46		115.8		1975.1	y	
85455.95	261157.8	08549+2612	A  2131AB	76095	6.95		9.02		45.02	y		0.347	a		43.5		162.1		1973.16	y	
85520.33	-235215.1	08553-2352	GJ 3518		14				16.4	y	2.8	0.021	a	0.004	90.9	2.6	219.1	3.6	2005.9	y	1
85524.82	704739.2	08554+7048	STF1280AB	75632	8.81		9.1		609	y		6.58	a		60		1.2		1994.5	y	
85551.01	645821.6	08558+6458	ARG  21		10.01		10.45		1199.2	y	341.8	30.15	a	0.52	106.5	7.8	62.9	6.8	1349	y	280.5
85619.84	-370721	08563-3707	RST2593	76668	6.94		10.79		159.72	y		0.914	a		143.3		190.1		2061.33	y	
85637.49	643614.5	08566+6436	6 UMa	75958	5.57				1898.7	d		37	m	2	84	33	184	21	49093.7	d	
85827.39	354809.6	08585+3548	COU1897	76595	6.84		8.73		46.79	y		0.15	a		59.4		134.9		2016.77	y	
85855.99	82830	08589+0829	DEL   2		10.89				5.566	y	0.024	0.398	a	0.008	122.2	3.1	281.8	1.7	2006.445	y	0.039
85912.53	480228.7	08592+4803	HU  628BC		9.9		10.1		39.4	y	0.1	0.7	a	0.01	111.6	1.1	24.5	1.3	1999.1	y	0.7
85912.84	480232.5	08592+4803	HJ 2477A BC	76644	3.1		9.2		2084	y	15	16.7	a	0.3	54	4	134	2	2029	y	1
85912.84	480232.5	08592+4803	HJ 2477A BC	76644	3.1		9.2		803	y	25	11.3	a	0.2	78.9	0.3	169	0.5	2209.6	y	6.3
90005.14	-122739.4	09001-1228	HU  225AB	77126	9.18		8.6		125.94	y		0.341	a		46		68.4		1944.21	y	
90030.68	322503.2	09005+3225	HU  718	76975	9.3		9.49		139.765	y	1.185	0.552	a	0.061	102.1	2.4	34.3	6.5	2019.142	y	0.887
90038.75	414700.4	09006+4147	KUI  37AB	76943	4.18		6.48		7691	d	1.8	0.64566	a	0.00065	131.366	0.099	203.74	0.1	49262.6	m	9.1
90117.48	151556.8	09013+1516	STF1300AB	77175	9.47		9.73		1131.83	y		6.066	a		114.9		174		2160.36	y	
90337.56	470924	09036+4709	A  1585	77327	4.16		4.54		13007.2	d	9.7	0.18194	a	0.00025	109.41	0.066	105.641	0.08	50404	m	12
90618.36	-590402.9	09063-5904	LTT 3359	78549	8.52				1137.9121	d	102.553	19	m	1.89	40.5	7.67	123.3	17.38	48939.3008	d	51.0601
90847.42	263748	09088+2638	75 Cnc	78418	5.98				19.412347	d	0.000023	5.8696	m	0.0096	146.88	0.25	171.892	0.085	53895.4025	m	0.0024
90921.53	220243.6	09094+2203	WRH  16	78515	5.7		6.2		1700.7	d		10.5	m	1.7	144.1	4.9	282	9.7	28876.8	d	
90957.24	-284520.7	09100-2845	B   179	78921	9.44		9.64		83.79	y		0.47	a		116.4		146.6		2019.3	y	
91023.53	670803.3	09104+6708	STF1306AB	78154	4.87		8.85		970	y	118	5.8	a	0.14	145.4	1.5	102.1	1.9	1917.39	y	0.12
91054.93	633049.6	09109+6331	tau UMa	78362	4.65				1062.4	d		3.6	m	0.2	87.3	3.4	296.5	1.9	25721.6	d	
