Simbad-Resolvable Name,Source (Original),Alternative Names,Star Forming Region,SFR Age (Myr),COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,J Magnitude,K Magnitude,R Magnitude,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,New Radius,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,New Mass,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,A_J,Upper Limit,Notes/Questions2,Notes/Questions3,Distance
V* BP Tau,BPTau,,Taurus,,64.81597624 29.1074804,II,Gullbring 1998,Dec-96,,,K7,,9.1,7.74,11.89,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.925,,,,1.99,,,2.88E-08,-7.540607512,,4.90E-01,,,,,0.179,,1,,,,,,,,,129.0755608
Haro 6-36,CIDA14,,Taurus,,70.83427375 29.66834806,II,Muzerolle 2003,2000-2001,,,M5,,10.4,9.41,,R = 8000 Spectroscopy and R = 34000 spectriscopy,3902 A to 11000 A,ESI Keck II and HIRES Keck I,Line Width,Ha 10% width,,0.229,,,,1,,,5.01E-11,-10.3,0.12,1.20E-01,,,-0.920818754,7.64E+26,1.91E-07,,2.04,,0.34,,,,,disk classification from LUHMAN ET AL. JAN 2010,,171.1683955
CI Tau,CI Tau,,Taurus,,68.46672686 22.84169271,II,Salyk 2013,2001-2011,4060,,K7,,9.48,7.79,,R 25000 Spectroscopy,4.6538 μm,NIRSPEC/KeckII,Line Strength,PfB,1.45E+29,0.84,,1.86,,,,,2.09E-08,-7.68,,7.70E-01,,,,,-0.66,,1,,,,,,,,,158.7100051
CY Tau,CY Tau,,Taurus,,64.39053396 28.3463361,II,Gullbring 1998,Dec-96,,,M1,,9.83,8.6,12.59,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.46,,,,1.63,,,7.50E-09,-8.124938737,,4.24E-01,,,,,0.041,,1,,,,,,,,,128.8809269
DE Tau,DE Tau,,Taurus,,65.48181096 27.91838451,II,Gullbring 1998,Dec-96,,,M2,,9.18,7.8,,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.87,,,,2.45,,,2.64E-08,-7.578396073,,2.59E-01,,,,,0.071,,1,,,,,,,,,127.3690646
DF Tau,DF Tau,,Taurus,,66.76163228 25.70623788,II,Gullbring 1998,Dec-96,,,M1,,8.17,6.73,10.31,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,1.97,,,,3.37,,,1.77E-07,-6.752026734,,2.70E-01,,,,,0.358,,1,,,,,,,,,124.3549089
DK Tau,DK Tau,,Taurus,,67.6843792 26.0234639,II,Gullbring 1998,Dec-96,,,K7,,8.72,7.1,12.08,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,1.45,,,,2.49,,,3.79E-08,-7.42136079,,4.31E-01,,,,,0.166,,1,,,,,,,,,128.5181853
DN Tau,DN Tau,,Taurus,,68.86407343 24.24969688,II,Gullbring 1998,Dec-96,,,M0,,9.14,8.02,11.79,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.87,,,,2.09,,,3.50E-09,-8.455931956,,3.82E-01,,,,,0.016,,1,,,,,,,,,128.2199228
DO Tau,DO Tau,,Taurus,,69.6208 26.1803,II,Gullbring 1998,Dec-96,,,M0,,9.47,7.3,13.01,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,1.01,,,,2.25,,,1.44E-07,-6.841637508,,3.69E-01,,,,,0.6,,1,,,,,,,,,139.3805926
DQ Tau,DQ Tau,,Taurus,,71.72107377 17.00003759,II,Gullbring 1998,Dec-96,,,M0,,9.51,7.98,13.21,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.635,,,,1.785,,,6.00E-10,-9.22184875,,4.39E-01,,,,,0.004,,1,,,,,,,,,197.4489594
DS Tau,DS Tau,,Taurus,,71.95248119 29.41977495,II,Gullbring 1998,Dec-96,,,K5,,9.47,8.04,12.37,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,0.57,,,,1.36,,,1.29E-08,-7.88941029,,8.70E-01,,,,,0.209,,1,,,,,,,,,159.0710252
2MASS J04323034+1731406,GG Tau,,Taurus,,68.1263829 17.52800969,II,Gullbring 1998,Dec-96,,,K7,,8.67,7.36,11.54,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,2.31,,,1.75E-08,-7.756961951,,4.42E-01,,,,,0.084,,1,,,,,,,,,
2MASS J04333405+2421170,GI Tau,,Taurus,,68.39192016 24.35474094,II,Gullbring 1998,Dec-96,,,K6,,9.34,7.89,12.15,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,1.735,,,9.60E-09,-8.017728767,,6.68E-01,,,,,0.094,,1,,,,,,,,,130.5040065
2MASS J04333456+2421058,GK Tau,,Taurus,,68.39401116 24.35162626,II,Gullbring 1998,Dec-96,,,K7,,9.05,7.47,12.02,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,2.15,,,6.40E-09,-8.193820026,,4.61E-01,,,,,0.035,,1,,,,,,,,,129.2624286
2MASS J04551098+3021595,GM Aur,,Taurus,,73.79575569 30.36649333,II,Gullbring 1998,Dec-96,,,K7,,9.34,8.28,,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,1.78,,,9.60E-09,-8.017728767,,5.24E-01,,,,,0.071,,1,,,,,,,,,159.637304
2MASS J04333935+1751523,HN Tau,,Taurus,,68.41400516 17.86452857,II,Gullbring 1998,Dec-96,,,K5,,10.7,8.38,13.05,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,0.76,,,1.30E-09,-8.886056648,,8.10E-01,,,,,0.035,,1,,,,,,,,,136.5747064
IP Tau,IP Tau,,Taurus,,66.23784312 27.19903974,II,Gullbring 1998,Dec-96,,,M0,,9.78,8.35,12.46,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,1.44,,,8.00E-10,-9.096910013,,5.22E-01,,,,,0.007,,1,,,,,,,,,130.5738722
2MASS J04174955+2813318,KPNO Tau 10,,Taurus,,64.4583 28.2256       ,II,Mohanty 2005,May 2002 - December 2003,3125,,M5.0,,11.89,10.79,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.58E+00,,,,,,,,3.16E-11,-10.5,,1.60E-01,,,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,137.3701852
2MASS J04174955+2813318,KPNO Tau 10,,Taurus,,64.4583 28.2256       ,II,Mohanty 2005,May 2002 - December 2003,3125,,M5.0,,11.89,10.79,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.58E+00,,,,,,,,2.00E-11,-10.7,,1.60E-01,,,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,137.3701852
2MASS J04183030+2743208,KPNO Tau 11,,Taurus,,64.6250 27.7225    ,III,Mohanty 2005,May 2002 - December 2003,3050,,M5.5,,11.89,11.01,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.52E+00,,,,,,,,2.51E-11,-10.6,,1.30E-01,,,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,129.8937469
2MASS J04183030+2743208,KPNO Tau 11,,Taurus,,64.6250 27.7225    ,III,Mohanty 2005,May 2002 - December 2003,3050,,M5.5,,11.89,11.01,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.52E+00,,,,,,,,1.58E-11,-10.8,,1.30E-01,,,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,129.8937469
2MASS J04330781+2616066,KPNO 14,,Taurus,,68.2833 26.2686,II,Muzerolle 2005,30-Dec-03,2990,,M6,,11.91,10.27,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,1.2,,,1.00E-12,-12,,1.00E-01,,,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010,,152.2510315
2MASS J04262939+2624137,KPNO Tau 3,KPNO 3,Taurus,,66.6208 26.4039,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,13.32,12.08,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,5.18E+00,,,,,,,,1.26E-10,-9.9,,8.00E-02,,,,,,,1,,,,,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,155.8797855
2MASS J04262939+2624137,KPNO Tau 3,KPNO 3,Taurus,,66.6208 26.4039,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,13.32,12.08,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,5.18E+00,,,,,,,,6.31E-11,-10.2,,8.00E-02,,,,,,,1,,,,,,,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,155.8797855
2MASS J04262939+2624137,KPNO Tau 3,KPNO 3,Taurus,,66.6208 26.4039,II,Muzerolle 2005,30-Dec-03,2990,,M6,,13.32,12.08,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,0.53,,,1.00E-10,-10,,8.00E-02,,,,,,,1,,,,,,,disk classification from LUHMAN ET AL. JAN 2010,,155.8797855
MHO 5,MHO 5,,Taurus,,68.06693976 18.21288431,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,11.07,10.06,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.48E+00,,,,,,,,2.00E-11,-10.7,,1.00E-01,,0.057198,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 1,,144.6215255
MHO 5,MHO 5,,Taurus,,68.06693976 18.21288431,II,Mohanty 2005,May 2002 - December 2003,3000,,M6.0,,11.07,10.06,,High Res spectra,8662 A,HIRES,Line Strength,Ca II,4.48E+00,,,,,,,,1.26E-11,-10.9,,1.00E-01,,0.057198,,,,,1,,,,,,upper limit,disk classification from LUHMAN ET AL. JAN 2010 Accretion rate equation 3,,144.6215255
MHO 6,MHO 6,,Taurus,,68.09212753 18.46184673,II,Muzerolle 2003,2000-2001,,,M4.75,,11.71,10.65,,R = 8000 Spectroscopy and R = 34000 spectriscopy,3901 A to 11000 A,ESI Keck II and HIRES Keck I,Line Width,Ha 10% width,,0.069,,,,1,,,5.01E-11,-10.3,0.13,1.30E-01,,,-0.886056648,8.28E+26,2.07E-07,,0.43,,0.86,,,,,disk classification from LUHMAN ET AL. JAN 2010,,141.9184537
V* UY Aur,UYAur,,Taurus,,72.94745851 30.78709784,II,Gullbring 1998,Dec-96,,,K7,,9.13,7.24,10.59,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,2.6,,,6.56E-08,-7.183096161,,4.21E-01,,,,,0.268,,1,,,,,,,,,155.6081165
,DH Tau b,,Taurus,,67.423583 26.549028,II,Zhou 2014,,2.20E+03,,,,,,,optical broadband photometry,optical,,Excess,Excess Balmer,8.36E-18,,,,,0.271323,0.080392,,5.01E-12,-1.13E+01,,1.05E-02,,,,,,,4.34,Companion,0.7,,,,,,,145
,DH Tau b,,Taurus,,67.423583 26.549028,II,Zhou 2014,,2.35E+03,1.50E+02,,,,,,optical broadband photometry,optical,,Excess,Excess Balmer,8.36E-18,,,,,,,,5.01E-12,-1.13E+01,,1.05E-02,,,,,,,4.34,Companion,,,,,,,,145
2MASS J12073346-3932539,2MASS J12073346-3932539,2MASS 1207-3932,TW HyA,,181.8875 -39.5483,II,Herczeg 2009,28-May-08,2632,,M8.25,,13,11.95,17.99,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.21,,0.52,1.26E-12,-11.9,,3.50E-02,,,,,-5.3,,8,,0,,Herczeg+2008,,,,,64
2MASS J11020983-3430355,SSSPM J1102-3431,,TW HyA,,165.5417 -34.5100,II,Herczeg 2009,28-May-08,2550,,M8.5,,13.03,11.89,19.14,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.23,,,1.58E-13,-12.8,,2.60E-02,,,,,-6.3,,8,,0,,Herczeg+2009,,,,,60
2MASS J12073346-3932539,2MASS 1207-3932,,TW HyA,,181.8875 -39.5483,U,Mohanty 2005,May 2002 - December 2003,2700,,M8.0,,13,11.95,17.99,High Res spectra,8662 A,MIKE,Line Strength,Ca II,4.2,,,,,,,,1.26E-11,-10.9,,3.50E-02,,,,,,,8,,0,,Herczeg+2008,,upper limit,Accretion rate equation 1,corrected coordinates from 181.75 -39.533,64
2MASS J12073346-3932539,2MASS 1207-3932,,TW HyA,,181.8875 -39.5483,U,Mohanty 2005,May 2002 - December 2003,2700,,M8.0,,13,11.95,17.99,High Res spectra,8662 A,MIKE,Line Strength,Ca II,4.2,,,,,,,,7.94E-12,-11.1,,3.50E-02,,,,,,,8,,0,,Herczeg+2008,,upper limit,Accretion rate equation 3,corrected coordinates from 181.75 -39.533,64
DENIS J160603.9-205644,USco DENIS 160603,DENIS-P J160603.9-205644 (Herczeg 2009),TW HyA,,241.5167 -20.9456,U,Mohanty 2005,May 2002 - December 2003,2800,,M7.5,,13.53,12.48,,High Res spectra,8662 A,MIKE,Line Strength,Ca II,4.32,,,,,,,,1.58E-11,-10.8,,4.00E-02,,0.034142,,,,,11,,0,,Herczeg+2009,,upper limit,Accretion rate equation 1,,137
DENIS J160603.9-205644,USco DENIS 160603,DENIS-P J160603.9-205644 (Herczeg 2009),TW HyA,,241.5167 -20.9456,U,Mohanty 2005,May 2002 - December 2003,2800,,M7.5,,13.53,12.48,,High Res spectra,8662 A,MIKE,Line Strength,Ca II,4.32,,,,,,,,1.00E-11,-11,,4.00E-02,,0.034142,,,,,11,,0,,Herczeg+2009,,upper limit,Accretion rate equation 3,,137
TWA 3A,Hen3-600A,,TW HyA,,167.6167 -37.5311,II,Herczeg 2009,28-May-08,3415,,M3,,,,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.81,,,2.51E-10,-9.6,,3.70E-01,,,-0.431798276,,-2.5,,8,companion,,,,,,,,36.62225608
TWA 3B,Hen3-600B,,TW HyA,,167.6167 -37.5311,II,Herczeg 2009,28-May-08,3342,,M3.5,,,,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.69,,,7.94E-12,-11.1,,2.90E-01,,,-0.537602002,,-4.1,,8,companion,,,,,,,,37.34966759
NAME TW Hya b,TW Hya,,TW HyA,,165.46627262 -34.70473099,II,Herczeg 2009,28-May-08,4060,,K7,,,,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.83,,,7.94E-10,-9.1,,7.70E-01,,,-0.113509275,,-1.7,,8,,,,,,,,,60.08604321
NAME GSC 06214-00210B,GSC 6214-210 b,,Upper Sco OB Association,,245.47771 -20.71884,U,Zhou 2014,22-Feb-12,2200,,,,,,,optical broadband photometry,optical,HST/WFC3,Excess,Excess Balmer,7.98E-17,,,,,0.180882,0.050245,0.45,1.58E-11,-10.8,,1.43E-02,0.002862595,,,,-4.7,12-May,11,companion,2.00E-01,,Bowler+2014,,,T R M from prEVious literature,,145
,GSC 6214-210 b,,Upper Sco OB Association,,245.47771 -20.71884,U,Zhou 2014,22-Feb-12,2700,200,,,,,,optical broadband photometry,optical,HST/WFC3,Excess,Excess Balmer,7.98E-17,,,,,0.180882,0.050245,0.45,1.58E-11,-10.8,,1.34E-02,0.001908397,,,,-4.6,12-May,11,companion,2.00E-01,,Bowler+2014,,,T R M meausred by Zhou,,145
DENIS J160603.9-205644,DENIS-P J160603.9-205644,,Upper Scorpio,,241.51632714 -20.94567913,II,Herczeg 2009,28-May-08,2838,,M7.25,,13.53,12.48,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.41,,0.35,2.51E-12,-11.6,,5.00E-02,,0.03689,,,-5.1,,11,,0,,Herczeg+2009,,,,,137
Oph 11A,Oph J162225-240515A,"OPH J1622-2405A, Oph J162225-240515A",Upper Scorpio,,245.6042 -24.0872,II,Herczeg 2009,28-May-08,2838,,M7.25,,14.53,13.55,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.25,,,5.01E-14,-13.3,,5.40E-02,,0.03689,,,-6.6,,11,,0,,Herczeg+2009,,upper limit,,,136
Oph 11B,OphJ162225-240515B,"Oph 11B, OPH J1622-2405B",Upper Scorpio,,245.6042 -24.0878,II,Herczeg 2009,28-May-08,2478,,M8.75,,15.24,14.03,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.23,,,2.51E-13,-12.6,,2.10E-02,,0.023689,,,-6.2,,11,,0,,Herczeg+2009,,,,,136
2MASS J16060374-2219298,Usco J160603.75-221930.0,,Upper Scorpio,,241.5167 -22.3250,II,Herczeg 2009,28-May-08,2478,,M8.75,,15.81,14.55,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.17,,,5.01E-13,-12.3,,3.30E-02,,0.023689,,,-5.6,,11,,0,,Herczeg+2009,,,,,
2MASS J16072382-2211018,USco J160723.82221102.0,,Upper Scorpio,,241.85 -22.1839,II,Herczeg 2009,28-May-08,2550,,M8.5,,15.29,14.09,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.22,,,5.01E-12,-11.3,,2.70E-02,,0.025279,,,-4.8,,11,,0.3,,Herczeg+2009,,upper limit,,,119.3061156
2MASS J15591135-2338002,UScoCTIO 128,,Upper Scorpio,,239.7958 -23.6333,II,Herczeg 2009,28-May-08,2880,,M7,,14.4,13.21,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.26,,0.98,3.98E-12,-11.4,,6.00E-02,,0.039758,,,-4.6,,11,,0,,Herczeg+2009,,,,,139.9403854
UScoCTIO 112,UScoCTIO 112,,Upper Scorpio,,240.1125 -20.9422,II,Herczeg 2009,28-May-08,3058,,M5.5,,13.46,12.51,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.37,,,6.31E-13,-12.2,,9.00E-02,,,-1.045757491,,-5.4,,11,,,,,,,,,162.2928737
2MASS J16082847-2315103,USCO J1608-2315,,Upper Scorpio,,242.11863125 -23.25288333,,Petrus 2020,6/20/14,2474,1.79E+02,,,15.48,14.21,,Medium-resolution spectroscopy,300-2480 nm,VLT X-Shooter,Line Luminosity,Ha Line Strength,,,,,,0.26,0.041,,8.13E-13,-1.21E+01,,2.29E-02,7.63E-03,,,,,,10,,0.13,,,,,,,
2MASS J05392174-0244038,SO1009,,σ Ori,,84.84067 -2.73437,EV,Rigliaco 2011,2008 - 2009,3200,,G2,,11.1,10.22,13.22,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.02,,0.46,,,,,1.29E-09,-8.89,,1.50E-01,,,,,-1.97,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,1990.842126
SO1036,SO1036,,σ Ori,,84.85511 -2.63945        ,II,Rigliaco 2011,2008 - 2009,3700,,K7.5,,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.45,,1.64,,,,,6.03E-10,-9.22,,7.50E-01,,,,,-2.17,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05392633-0228376,SO1050,,σ Ori,,84.85986 -2.47716,II,Rigliaco 2011,2008 - 2009,3200,,,,13.5,12.57,16.96,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.08,,0.92,,,,,6.03E-11,-10.22,,2.00E-01,,,,,-3.49,,3,,,,,,upper limit,,,370.3566535
2MASS J05392677-0242583,SO1057,,σ Ori,,84.86163 -2.71621,EV,Rigliaco 2011,2008 - 2009,3100,,,,13.18,12.12,17.25,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.08,,0.98,,,,,5.62E-11,-10.25,,1.50E-01,,,,,-3.67,,3,,,,,,upper limit,,,419.0236748
[BZR99] S Ori 36,SO1059,,σ Ori,,84.86194 -2.61567,II,Rigliaco 2011,2008 - 2009,2900,,,,15.46,14.49,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.01,,0.4,,,,,1.38E-11,-10.86,,6.00E-02,,,,,-4.33,,3,,,,,,upper limit,,,
2MASS J05392935-0227209,SO1075,,σ Ori,,84.87243 -2.45586,II,Rigliaco 2011,2008 - 2009,3100,,M0.0,,12.84,11.46,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.13,,1.25,,,,,6.61E-09,-8.18,,1.70E-01,,,,,-1.66,,3,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,387.2366791
V* RV Ori,SO1156,,σ Ori,,84.91740 -2.34667,II,Rigliaco 2011,2008 - 2009,3900,,K5,,11.5,10.03,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.63,,1.74,,,,,,,,1.00E+00,,,,,,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,397.8832611
2MASS J05394318-0232433,SO1182,,σ Ori,,84.92999 -2.54543,II,Rigliaco 2011,2008 - 2009,3200,,,,13.03,11.91,16.45,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.1,,1.03,,,,,1.62E-10,-9.79,,2.00E-01,,,,,-3.12,,3,,,,,,,,,362.8183731
[BZR99] S Ori 10,SO1193,,σ Ori,,84.93547 -2.41204,II,Rigliaco 2011,2008 - 2009,3100,,,,14.17,13.15,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.03,,0.6,,,,,9.77E-11,-10.01,,1.10E-01,,,,,-3.32,,3,,,,,,,,,413.3085348
2MASS J05394944-0223459,SO1230,,σ Ori,,84.95609 -2.39614,II,Rigliaco 2011,2008 - 2009,3200,,M4,,13.4,12.44,16.86,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.08,,0.92,,,,,8.71E-11,-10.06,,2.00E-01,,,,,-3.32,,3,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,436.3953742
Haro 5-32,SO1260,,σ Ori,,84.97346 -2.56191,II,Rigliaco 2011,2008 - 2009,3400,,,,12.83,11.59,15.84,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.13,,1.04,,,,,2.51E-09,-8.6,,3.50E-01,,,,,-1.68,,3,,,,,,,,,387.6720295
Haro 5-32,SO1260,,σ Ori,,84.9750 -2.5619,II,Rigliaco 2012,2008-2009,3270,,M4,,12.83,11.59,15.84,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.13,,1.13,,1.12,,,1.07E-09,-8.97,,2.60E-01,,,,,-2,3-Feb,3,,,,,,,,,387.6720295
2MASS J05395421-0227326,SO1266,,σ Ori,,84.97591 -2.45913,II,Rigliaco 2011,2008 - 2009,3100,,,,13.46,12.67,16.86,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.07,,0.92,,,,,8.13E-11,-10.09,,1.60E-01,,,,,-3.47,,3,,,,,,,,,381.7668168
2MASS J05395421-0227326,SO1266,,σ Ori,,84.9750 -2.4592,II,Rigliaco 2012,2008-2009,3200,,M4.5,,13.46,12.67,16.86,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.07,,0.86,,0.84,,,4.17E-12,-11.38,,2.00E-01,,,,,-4.85,3-Feb,3,,,,,,upper limit,,,381.7668168
Mayrit 1045094,SO1268,,σ Ori,,84.97643 -2.62190,II*,Rigliaco 2011,2008 - 2009,2900,,M4.5,,14.75,13.8,19.05,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.02,,0.56,,,,,8.71E-12,-11.06,,9.00E-02,,,,,-4.49,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,434.7637059
Haro 5-34,SO1274,,σ Ori,,84.97777 -2.77618,II,Rigliaco 2011,2008 - 2009,3600,,K6,,11.05,9.83,13.51,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.64,,2.06,,,,,8.51E-10,-9.07,,7.00E-01,,,,,-2.15,,3,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,406.7520846
2MASS J05400101-0219597,SO1323,,σ Ori,,85.00426 -2.33333,EV,Rigliaco 2011,2008 - 2009,3200,,,,13.1,12.25,17.08,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.07,,0.86,,,,,5.62E-11,-10.25,,2.00E-01,,,,,-3.51,,3,,,,,,upper limit,,,403.3721915
Haro 5-36,SO1327,,σ Ori,,85.00816 -2.35904,II,Rigliaco 2011,2008 - 2009,3300,,M4.5,,12.34,11.25,15.46,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.2,,1.37,,,,,4.07E-10,-9.39,,3.00E-01,,,,,-2.66,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,372.6615488
V* V608 Ori,SO1361,,σ Ori,,85.03713 -2.55938,II,Rigliaco 2011,2008 - 2009,3500,,K7.5,,11.5,9.91,14.09,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.53,,1.99,,,,,2.24E-09,-8.65,,5.50E-01,,,,,-1.82,,3,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,402.9658285
2MASS J05380097-0226079,SO1362,,σ Ori,,84.50405        -02.43553,II,Rigliaco 2011,2008 - 2009,3100,,M2.5,,12.82,11.93,15.57,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.09,,1.04,,,,,2.45E-10,-9.61,,1.50E-01,,,,,-3.07,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,349.1985892
2MASS J05380097-0226079,SO299,,σ Ori,,84.50394 -2.43548,II*,Rigliaco 2011,2008 - 2009,3400,,,,12.82,11.93,15.57,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.14,,1.08,,,,,1.51E-10,-9.82,,3.50E-01,,,,,-2.93,,3,,,,,,,SIMBAD thinks same star as above (SO1362),,349.1985892
Kiso A-0904 67,SO341,,σ Ori,,84.52801 -2.50627,II,Rigliaco 2011,2008 - 2009,3600,,,,11.76,10.54,14.08,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.39,,1.61,,,,,4.79E-10,-9.32,,6.00E-01,,,,,-2.26,,3,,,,,,upper limit,,,424.826883
2MASS J05381319-0226088,SO397,,σ Ori,,84.55490 -2.43573,II,Rigliaco 2011,2008 - 2009,3300,,,,12.48,11.55,15.67,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.18,,1.3,,,,,3.31E-10,-9.48,,3.00E-01,,,,,-2.73,,3,,,,,,,,,
2MASS J05381319-0226088,SO397,,σ Ori,,84.5542 -2.4358,II,Rigliaco 2012,2008-2009,3200,,M4.5,,12.48,11.55,15.67,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.18,,1.38,,1.45,,,3.80E-10,-9.42,,2.00E-01,,,,,-2.71,3-Feb,3,,,,,,,,,
2MASS J05381778-0240500,SO435,,σ Ori,,84.57401 -2.68056,II,Rigliaco 2011,2008 - 2009,3200,,M5.0,,13.2,12.24,16.76,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.09,,0.98,,,,,8.51E-11,-10.07,,2.00E-01,,,,,-3.38,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
